transcript	chr	strand	start	end	exon	gene
NM_001042678.1	chr1	-	112701539	112703799	5	RHOC
NM_001042679.1	chr1	-	112701539	112703799	6	RHOC
NM_001042681.1	chr1	-	8355086	8656297	23	RERE
NM_001042682.1	chr1	-	8355086	8364133	13	RERE
NM_001042693.2	chr1	+	52633493	52657040	3	FAM159A
NM_001042704.1	chr1	+	16022619	16033658	20	CLCNKA
NM_001042729.1	chr1	-	27612913	27623916	13	FGR
NM_001042747.1	chr1	-	27612913	27623916	13	FGR
NM_001042771.2	chr1	+	32274329	32285716	13	LCK
NM_001043351.1	chr1	-	154157638	154183119	8	TPM3
NM_001043352.1	chr1	-	154158968	154183119	8	TPM3
NM_001043353.1	chr1	-	154158968	154183119	8	TPM3
NM_001044390.2	chr1	-	155186134	155192843	7	MUC1
NM_001044391.2	chr1	-	155186134	155192843	5	MUC1
NM_001044392.2	chr1	-	155186134	155192843	5	MUC1
NM_001044393.2	chr1	-	155187252	155192843	7	MUC1
NM_001045479.1	chr1	-	153437057	153439949	3	S100A7L2
NM_001047980.2	chr1	-	119834764	119844535	8	NBPF7
NM_001048166.1	chr1	-	47251135	47310319	17	STIL
NM_001048171.1	chr1	-	45329305	45340254	16	MUTYH
NM_001048172.1	chr1	-	45329305	45334505	16	MUTYH
NM_001048173.1	chr1	-	45329305	45334505	16	MUTYH
NM_001048174.1	chr1	-	45329305	45334505	16	MUTYH
NM_001048183.1	chr1	+	28407447	28496549	14	PHACTR4
NM_001048194.2	chr1	+	28529866	28538007	11	RCC1
NM_001048195.2	chr1	+	28529866	28538007	11	RCC1
NM_001048199.2	chr1	+	28529866	28538007	12	RCC1
NM_001048210.2	chr1	-	108934669	108950437	12	CLCC1
NM_001048230.1	chr1	+	203128841	203165900	3	ADORA1
NM_001066.2	chr1	+	12167091	12207020	10	TNFRSF1B
NM_001077195.1	chr1	-	23361968	23368005	4	ZNF436
NM_001077262.1	chr1	-	26282298	26302883	11	UBXN11
NM_001077394.1	chr1	-	100990407	101025443	8	DPH5
NM_001077395.1	chr1	-	100990407	101025443	8	DPH5
NM_001077397.1	chr1	-	234607136	234609494	2	IRF2BP2
NM_001077447.2	chr1	+	42457257	42459926	3	PPCS
NM_001077469.2	chr1	-	161229681	161236565	9	NR1I3
NM_001077470.2	chr1	-	161229796	161238060	7	NR1I3
NM_001077471.2	chr1	-	161229796	161236565	8	NR1I3
NM_001077472.2	chr1	-	161229796	161238060	8	NR1I3
NM_001077473.2	chr1	-	161229681	161238060	8	NR1I3
NM_001077474.2	chr1	-	161229681	161236565	8	NR1I3
NM_001077475.2	chr1	-	161229681	161238060	7	NR1I3
NM_001077476.2	chr1	-	161229681	161238060	8	NR1I3
NM_001077477.2	chr1	-	161229681	161238060	8	NR1I3
NM_001077478.2	chr1	-	161229681	161236565	9	NR1I3
NM_001077479.2	chr1	-	161229796	161238060	8	NR1I3
NM_001077480.2	chr1	-	161229796	161236565	9	NR1I3
NM_001077481.2	chr1	-	161229796	161236565	8	NR1I3
NM_001077482.2	chr1	-	161229796	161236565	9	NR1I3
NM_001077628.2	chr1	-	150266129	150268810	7	APH1A
NM_001077700.2	chr1	+	66925028	66984900	14	MIER1
NM_001077701.2	chr1	+	66930391	66984900	13	MIER1
NM_001077702.2	chr1	+	66928903	66986473	16	MIER1
NM_001077703.2	chr1	+	66925028	66986473	15	MIER1
NM_001077704.2	chr1	+	66930391	66986473	14	MIER1
NM_001078.3	chr1	+	100719860	100738283	9	VCAM1
NM_001079515.2	chr1	+	235380049	235448762	17	TBCE
NM_001079821.2	chr1	+	247418794	247448504	11	NLRP3
NM_001079843.2	chr1	-	10638941	10693889	21	CASZ1
NM_001079874.1	chr1	-	107573330	107688431	10	VAV3
NM_001080397.2	chr1	+	8318108	8344013	9	SLC45A1
NM_001080418.2	chr1	-	34866082	34905383	12	DLGAP3
NM_001080426.1	chr1	+	167094849	167128608	5	DUSP27
NM_001080438.1	chr1	-	33306765	33321098	5	A3GALT2
NM_001080470.1	chr1	-	119622704	119626100	3	ZNF697
NM_001080471.1	chr1	+	156903926	156914798	23	PEAR1
NM_001080494.3	chr1	-	51288156	51322161	18	TTC39A
NM_001080830.4	chr1	+	12774867	12777599	3	PRAMEF12
NM_001080850.2	chr1	+	42536484	42654028	16	CCDC30
NM_001081976.2	chr1	-	111483686	111563952	6	TMIGD3
NM_001083592.1	chr1	+	63774417	64142658	7	ROR1
NM_001083621.1	chr1	+	22489948	22526396	19	ZBTB40
NM_001083924.1	chr1	-	207021957	207023025	3	C1orf116
NM_001083963.1	chr1	-	151774451	151783022	13	TDRKH
NM_001083964.1	chr1	-	151774451	151783022	13	TDRKH
NM_001083965.1	chr1	-	151774451	151783022	13	TDRKH
NM_001085375.1	chr1	+	162381901	162383683	2	C1orf226
NM_001085474.1	chr1	-	248739610	248751081	7	LYPD8
NM_001085487.2	chr1	-	58659996	58700052	20	MYSM1
NM_001089591.1	chr1	-	15807373	15807649	1	UQCRHL
NM_001093725.1	chr1	-	156076573	156081998	2	MEX3A
NM_001097589.1	chr1	+	153003020	153003530	2	SPRR3
NM_001097611.1	chr1	-	46547729	46551215	3	KNCN
NM_001097612.1	chr1	+	145608133	145670040	14	GPR89A
NM_001097613.2	chr1	+	145616266	145670040	15	GPR89A
NM_001098376.2	chr1	+	13318407	13322264	4	PRAMEF15
NM_001098398.1	chr1	-	160290156	160343170	33	COPA
NM_001098475.1	chr1	+	154506903	154547557	12	TDRD10
NM_001098616.2	chr1	-	154207452	154220407	7	C1orf43
NM_001098623.2	chr1	+	228211783	228378795	105	OBSCN
NM_001098721.1	chr1	-	235552108	235583838	4	GNG4
NM_001098722.1	chr1	-	235552108	235583838	4	GNG4
NM_001099434.1	chr1	+	32209093	32215897	9	DCDC2B
NM_001099439.1	chr1	-	37718371	37765066	17	EPHA10
NM_001099625.1	chr1	+	25823104	25832026	7	MTFR1L
NM_001099626.1	chr1	+	25823104	25832026	7	MTFR1L
NM_001099627.1	chr1	+	25823104	25829784	7	MTFR1L
NM_001099772.1	chr1	+	46799081	46818814	12	CYP4B1
NM_001099790.2	chr1	-	13369066	13371900	3	PRAMEF19
NM_001099850.2	chr1	-	13223331	13226106	3	PRAMEF18
NM_001099851.3	chr1	+	13389657	13392502	3	PRAMEF17
NM_001099852.2	chr1	+	13416354	13421258	4	PRAMEF20
NM_001100.3	chr1	-	229431498	229433115	7	ACTA1
NM_001100910.1	chr1	-	121168740	121183489	4	FAM72B
NM_001101376.2	chr1	+	43147951	43156313	4	FAM183A
NM_001101662.1	chr1	-	51789235	51878615	31	NRDC
NM_001101663.4	chr1	-	148103895	148127003	22	NBPF11
NM_001102396.1	chr1	-	114774270	114780607	5	SIKE1
NM_001102397.2	chr1	-	23310453	23337834	10	HNRNPR
NM_001102398.2	chr1	-	23310453	23341008	11	HNRNPR
NM_001102399.2	chr1	-	23310453	23337834	10	HNRNPR
NM_001102445.2	chr1	+	163068934	163074560	6	RGS4
NM_001102450.2	chr1	-	182646734	182669649	7	RGS8
NM_001102566.1	chr1	+	161258974	161284481	3	PCP4L1
NM_001102592.1	chr1	-	108648565	108659884	8	HENMT1
NM_001103.3	chr1	+	236686673	236762619	21	ACTN2
NM_001103160.1	chr1	-	20721791	20726057	9	SH2D5
NM_001103161.1	chr1	-	20721791	20728044	10	SH2D5
NM_001103170.2	chr1	+	12716176	12725996	4	AADACL3
NM_001104548.1	chr1	+	209429297	209432349	4	MIR205HG
NM_001105203.1	chr1	+	155321773	155330571	10	RUSC1
NM_001105204.1	chr1	+	155321773	155330571	10	RUSC1
NM_001105205.1	chr1	+	155324417	155330571	9	RUSC1
NM_001105518.1	chr1	+	185160841	185290803	19	SWT1
NM_001105530.1	chr1	+	40059346	40071533	13	CAP1
NM_001105556.2	chr1	+	27872571	27885922	6	THEMIS2
NM_001105562.2	chr1	+	10033670	10179956	28	UBE4B
NM_001105659.1	chr1	-	74026812	74183684	8	LRRIQ3
NM_001105669.2	chr1	+	156581364	156586550	11	TTC24
NM_001110533.1	chr1	+	54806116	54841873	10	LEXM
NM_001110781.2	chr1	-	1665781	1676699	9	SLC35E2B
NM_001111.4	chr1	-	154584805	154608006	15	ADAR
NM_001111061.1	chr1	-	115837964	115838372	2	NHLH2
NM_001112808.2	chr1	+	74198239	74543982	27	FPGT-TNNI3K
NM_001113205.1	chr1	-	161037878	161038889	3	TSTD1
NM_001113206.1	chr1	-	161037774	161038889	3	TSTD1
NM_001113207.1	chr1	-	161037774	161038889	4	TSTD1
NM_001113226.2	chr1	+	107148593	107480840	7	NTNG1
NM_001113228.2	chr1	+	107148593	107480840	7	NTNG1
NM_001113347.1	chr1	-	21219954	21279434	17	ECE1
NM_001113348.1	chr1	-	21219954	21345378	19	ECE1
NM_001113349.1	chr1	-	21219954	21290198	18	ECE1
NM_001113380.1	chr1	+	163072404	163074560	5	RGS4
NM_001113381.1	chr1	+	163069484	163074391	4	RGS4
NM_001113411.1	chr1	+	59321549	59762584	17	FGGY
NM_001113482.1	chr1	+	37794182	37800203	4	MANEAL
NM_001114101.1	chr1	+	22644023	22647783	3	C1QC
NM_001114106.2	chr1	+	94820451	94894922	15	SLC44A3
NM_001114108.1	chr1	-	54781242	54801163	7	TTC22
NM_001114120.2	chr1	-	68476931	68496999	12	DEPDC1
NM_001114172.1	chr1	-	46043672	46131952	11	PIK3R3
NM_001114309.1	chr1	+	202011136	202015323	9	ELF3
NM_001114600.2	chr1	+	16367257	16395140	4	SZRD1
NM_001114748.1	chr1	-	1535358	1540346	4	TMEM240
NM_001114752.2	chr1	+	207321765	207359669	11	CD55
NM_001114759.2	chr1	-	26361650	26368571	6	ZNF683
NM_001114938.2	chr1	-	45620274	45623909	13	CCDC17
NM_001115113.2	chr1	-	224389834	224434105	14	WDR26
NM_001122674.1	chr1	+	94418478	94478550	9	ABCD3
NM_001122764.1	chr1	+	161166847	161171176	13	PPOX
NM_001122770.1	chr1	+	173870225	173886124	5	ZBTB37
NM_001122819.2	chr1	-	20664583	20717706	15	KIF17
NM_001122834.3	chr1	+	210348975	210674379	12	HHAT
NM_001122835.2	chr1	-	230906904	230978830	21	TTC13
NM_001122837.1	chr1	+	155135952	155138281	5	SLC50A1
NM_001122839.1	chr1	+	155135911	155138281	5	SLC50A1
NM_001122951.2	chr1	+	159205433	159206450	1	ACKR1
NM_001122961.1	chr1	-	109106027	109113677	5	C1orf194
NM_001122965.1	chr1	-	152154743	152157889	3	RPTN
NM_001122979.2	chr1	-	206958649	206970125	8	FCAMR
NM_001123068.1	chr1	-	148482757	148483252	1	PPIAL4G
NM_001123168.2	chr1	-	206187278	206202025	4	FAM72A
NM_001123375.2	chr1	-	149813270	149813681	1	HIST2H3D
NM_001123377.1	chr1	+	7962785	7985054	7	PARK7
NM_001123395.1	chr1	-	42735867	42740063	4	CLDN19
NM_001126.3	chr1	-	244409585	244451817	13	ADSS
NM_001126044.1	chr1	-	70953785	71047577	5	PTGER3
NM_001126050.1	chr1	-	156743448	156752363	6	HDGF
NM_001126051.1	chr1	-	156743448	156752103	6	HDGF
NM_001126060.1	chr1	+	162365349	162367467	2	NOS1AP
NM_001126240.2	chr1	+	3690905	3733079	12	TP73
NM_001126241.2	chr1	+	3690905	3732762	11	TP73
NM_001126242.2	chr1	+	3690905	3731555	11	TP73
NM_001126337.1	chr1	+	151540366	151581707	12	TUFT1
NM_001127173.1	chr1	+	159171765	159200922	9	CADM3
NM_001127181.2	chr1	-	173800447	173811299	7	CENPL
NM_001127215.1	chr1	-	92476028	92483487	7	GFI1
NM_001127216.1	chr1	-	92476028	92483487	7	GFI1
NM_001127229.1	chr1	-	1373800	1374756	4	AURKAIP1
NM_001127230.1	chr1	-	1373800	1374756	4	AURKAIP1
NM_001127320.2	chr1	+	154225123	154263152	25	UBAP2L
NM_001127325.1	chr1	-	11674774	11680601	9	MAD2L2
NM_001127328.2	chr1	+	75724787	75762763	12	ACADM
NM_001127350.1	chr1	+	28330662	28334970	3	MED18
NM_001127361.2	chr1	-	32937287	32964685	9	RNF19B
NM_001127394.3	chr1	+	184051755	184072863	4	TSEN15
NM_001127461.2	chr1	+	247418794	247448504	9	NLRP3
NM_001127462.2	chr1	+	247418794	247448504	8	NLRP3
NM_001127501.3	chr1	+	21560729	21577648	11	ALPL
NM_001127592.1	chr1	-	161543011	161549844	5	FCGR3A
NM_001127593.1	chr1	-	161543011	161549736	6	FCGR3A
NM_001127595.1	chr1	-	161543011	161549736	6	FCGR3A
NM_001127596.1	chr1	-	161543011	161549736	6	FCGR3A
NM_001127621.1	chr1	-	23795948	23799007	11	GALE
NM_001127641.1	chr1	-	209615270	209650944	23	LAMB3
NM_001127651.2	chr1	-	183556117	183590329	16	NCF2
NM_001127660.1	chr1	+	11989168	12011565	18	MFN2
NM_001127691.2	chr1	+	25272547	25328924	7	RHD
NM_001127708.2	chr1	+	186296875	186313778	12	PRG4
NM_001127709.2	chr1	+	186296875	186313778	11	PRG4
NM_001127710.2	chr1	+	186296875	186313778	10	PRG4
NM_001127714.2	chr1	-	41510450	41584797	8	HIVEP3
NM_001128142.1	chr1	+	95234230	95244713	3	RWDD3
NM_001128425.1	chr1	-	45329305	45340254	16	MUTYH
NM_001128600.1	chr1	+	152843520	152843763	2	LCE6A
NM_001130040.1	chr1	-	154963802	154970526	12	SHC1
NM_001130041.1	chr1	-	154963802	154970196	13	SHC1
NM_001130042.1	chr1	-	74706295	74724821	10	CRYZ
NM_001130043.1	chr1	-	74706295	74724821	8	CRYZ
NM_001130045.1	chr1	+	1179215	1197847	16	TTLL10
NM_001130058.1	chr1	-	75203726	75541447	24	SLC44A5
NM_001130079.2	chr1	+	112674912	112700507	21	MOV10
NM_001130413.3	chr1	+	1280661	1291610	18	SCNN1D
NM_001130440.1	chr1	+	225777940	225786969	4	SRP9
NM_001130523.2	chr1	-	114718168	114741664	20	CSDE1
NM_001130841.1	chr1	+	100266375	100291504	12	RTCA
NM_001130924.2	chr1	+	9588930	9613083	11	TMEM201
NM_001130957.1	chr1	+	244461429	244640081	22	C1orf101
NM_001134233.1	chr1	-	159837917	159855237	6	C1orf204
NM_001134285.2	chr1	-	216506938	216677478	9	ESRRG
NM_001134400.1	chr1	+	109494139	109496259	3	CYB561D1
NM_001134402.1	chr1	+	109494139	109496259	2	CYB561D1
NM_001134403.1	chr1	+	109494139	109495867	4	CYB561D1
NM_001134404.1	chr1	+	109494139	109495775	4	CYB561D1
NM_001134419.1	chr1	+	91501716	91524435	12	CDC7
NM_001134420.1	chr1	+	91501716	91524435	12	CDC7
NM_001134445.1	chr1	-	85321451	85358841	7	DDAH1
NM_001134476.1	chr1	+	89582650	89593043	8	LRRC8B
NM_001134479.1	chr1	+	89933068	89935645	3	LRRC8D
NM_001134486.2	chr1	-	89260703	89269555	11	GBP5
NM_001134492.1	chr1	+	86915036	87097939	5	HS2ST1
NM_001134663.1	chr1	+	84303234	84349774	4	SAMD13
NM_001134664.1	chr1	+	84303234	84349774	4	SAMD13
NM_001134673.3	chr1	+	61082791	61455320	11	NFIA
NM_001134734.1	chr1	+	34177789	34218761	7	C1orf94
NM_001134759.1	chr1	-	74706295	74723134	7	CRYZ
NM_001134855.1	chr1	-	228409022	228415072	6	TRIM17
NM_001134939.1	chr1	+	151763135	151771219	6	OAZ3
NM_001135050.1	chr1	-	159927344	159943454	21	IGSF9
NM_001135181.1	chr1	+	48222736	48247543	15	SLC5A9
NM_001135218.1	chr1	-	28603538	28622081	6	TAF12
NM_001135240.1	chr1	+	162378913	162383683	3	C1orf226
NM_001135247.1	chr1	-	16974919	16978273	9	MFAP2
NM_001135248.1	chr1	-	16974919	16978273	9	MFAP2
NM_001135254.1	chr1	+	18631603	18744929	9	PAX7
NM_001135255.1	chr1	+	32651306	32679705	12	RBBP4
NM_001135256.1	chr1	+	32652002	32679705	12	RBBP4
NM_001135553.2	chr1	-	46558574	46594146	13	MKNK1
NM_001135585.1	chr1	-	9041620	9069536	5	SLC2A5
NM_001135589.2	chr1	-	117877963	117920357	13	GDAP2
NM_001135599.2	chr1	+	218346701	218441362	8	TGFB2
NM_001135610.1	chr1	+	13715605	13823184	8	PRDM2
NM_001135636.1	chr1	+	151198996	151247865	14	PIP5K1A
NM_001135637.1	chr1	+	151198996	151247865	14	PIP5K1A
NM_001135638.1	chr1	+	151198996	151247865	16	PIP5K1A
NM_001135653.1	chr1	-	39561697	39575951	16	PABPC4
NM_001135654.1	chr1	-	39561697	39575951	15	PABPC4
NM_001135662.1	chr1	-	205770341	205774956	6	RAB29
NM_001135663.1	chr1	-	205770341	205774956	4	RAB29
NM_001135664.1	chr1	-	205770341	205771633	5	RAB29
NM_001135669.1	chr1	+	180632201	180884066	14	XPR1
NM_001135789.3	chr1	+	149583897	149584392	1	PPIAL4C
NM_001135821.1	chr1	+	155309789	155320609	11	FDPS
NM_001135822.1	chr1	+	155310064	155320609	10	FDPS
NM_001136000.2	chr1	-	179107717	179143044	13	ABL2
NM_001136001.1	chr1	-	179110804	179229397	10	ABL2
NM_001136003.1	chr1	-	151837927	151838989	2	C2CD4D
NM_001136018.3	chr1	+	225828729	225845347	9	EPHX1
NM_001136036.2	chr1	-	248850209	248858514	12	ZNF692
NM_001136107.1	chr1	+	170146107	170167757	4	METTL11B
NM_001136115.2	chr1	+	224114129	224157375	4	FBXO28
NM_001136127.2	chr1	+	171841656	172407841	20	DNM3
NM_001136138.2	chr1	+	213051404	213272634	14	RPS6KC1
NM_001136140.1	chr1	+	47333945	47376745	5	CMPK1
NM_001136190.1	chr1	+	203765342	203774681	5	LAX1
NM_001136204.2	chr1	-	17409089	17438514	12	RCC2
NM_001136215.1	chr1	+	43935656	43936765	4	ARTN
NM_001136216.1	chr1	+	15215087	15219743	4	TMEM51
NM_001136217.1	chr1	+	15215087	15219743	3	TMEM51
NM_001136218.1	chr1	+	15215087	15219743	4	TMEM51
NM_001136219.1	chr1	+	161505467	161518148	7	FCGR2A
NM_001136223.1	chr1	+	211259560	211313768	12	RCOR3
NM_001136224.2	chr1	+	211259560	211313659	11	RCOR3
NM_001136225.1	chr1	+	211259560	211312994	11	RCOR3
NM_001136265.1	chr1	-	18908560	18956332	9	IFFO2
NM_001136275.1	chr1	+	38991380	39004055	4	AKIRIN1
NM_001136474.2	chr1	+	212951737	212988584	9	VASH2
NM_001136475.2	chr1	+	212961201	212988584	7	VASH2
NM_001136478.3	chr1	-	150220690	150235786	6	ANP32E
NM_001136479.2	chr1	-	150220690	150231836	7	ANP32E
NM_001136493.2	chr1	+	39955292	39969568	14	MFSD2A
NM_001136494.1	chr1	-	230839851	230868398	6	C1orf198
NM_001136495.1	chr1	-	230839851	230843890	4	C1orf198
NM_001136497.2	chr1	+	52083345	52086758	5	BTF3L4
NM_001136504.1	chr1	-	202596756	202605772	9	SYT2
NM_001136508.1	chr1	+	51102233	51147771	5	C1orf185
NM_001136537.1	chr1	+	44808820	44813772	8	BTBD19
NM_001136543.1	chr1	-	151160881	151165782	3	LYSMD1
NM_001136561.3	chr1	-	13115518	13116400	2	HNRNPCL2
NM_001137669.1	chr1	+	182450165	182556057	22	RGSL1
NM_001139459.1	chr1	+	246591562	246648052	9	CNST
NM_001141973.2	chr1	-	16986220	17011738	29	ATP13A2
NM_001141974.2	chr1	-	16985984	17011738	27	ATP13A2
NM_001142368.1	chr1	+	109668115	109681817	9	GSTM2
NM_001142467.1	chr1	-	999058	999973	3	HES4
NM_001142473.1	chr1	-	206905018	206921854	7	FCMR
NM_001142546.1	chr1	-	23088894	23094261	4	LUZP1
NM_001142548.1	chr1	+	46248405	46278282	19	RAD54L
NM_001142550.1	chr1	-	108971429	109023512	15	WDR47
NM_001142551.1	chr1	-	108971429	109023512	15	WDR47
NM_001142560.1	chr1	+	156729104	156736644	7	RRNAD1
NM_001142569.2	chr1	+	200898400	200913629	10	C1orf106
NM_001142572.1	chr1	-	247100373	247104199	4	ZNF669
NM_001142587.1	chr1	+	40738843	40770828	10	NFYC
NM_001142588.1	chr1	+	40738843	40770828	11	NFYC
NM_001142589.1	chr1	+	40738843	40770828	9	NFYC
NM_001142590.1	chr1	+	40738843	40770828	15	NFYC
NM_001142604.1	chr1	-	40074060	40097238	6	PPT1
NM_001142726.1	chr1	+	37808684	37809073	3	C1orf122
NM_001142782.1	chr1	+	113391033	113684014	21	MAGI3
NM_001143674.3	chr1	-	167918322	167935841	6	MPC2
NM_001143687.2	chr1	+	155034036	155050868	16	DCST1
NM_001143778.1	chr1	-	23429855	23484133	24	ASAP3
NM_001143883.2	chr1	+	120889820	120890315	1	PPIAL4A
NM_001143888.2	chr1	-	32366621	32394414	11	BSDC1
NM_001143889.2	chr1	-	32366621	32394414	10	BSDC1
NM_001143890.2	chr1	-	32366621	32394414	9	BSDC1
NM_001143912.1	chr1	+	27726080	27760581	10	FAM76A
NM_001143913.1	chr1	+	27726080	27760581	9	FAM76A
NM_001143914.1	chr1	+	27726080	27760581	8	FAM76A
NM_001143915.1	chr1	+	27726080	27760581	7	FAM76A
NM_001143943.1	chr1	+	244970418	245121948	7	EFCAB2
NM_001143962.1	chr1	-	223541835	223665646	21	CAPN8
NM_001143987.1	chr1	+	108450601	108470638	16	NBPF6
NM_001143988.1	chr1	+	108450601	108470638	15	NBPF6
NM_001143989.2	chr1	-	108223704	108243761	15	NBPF4
NM_001144032.2	chr1	-	144373089	144373584	1	PPIAL4E
NM_001144774.2	chr1	+	50109189	50201178	7	ELAVL4
NM_001144775.2	chr1	+	50106276	50201178	7	ELAVL4
NM_001144776.2	chr1	+	50103991	50201178	7	ELAVL4
NM_001144777.2	chr1	+	50048164	50201178	7	ELAVL4
NM_001144822.1	chr1	-	116519226	116570972	5	CD58
NM_001144829.2	chr1	-	147184491	147225029	9	FMO5
NM_001144830.2	chr1	-	147190221	147225029	7	FMO5
NM_001144832.2	chr1	-	51288156	51345043	18	TTC39A
NM_001144884.1	chr1	+	100896262	100974857	12	SLC30A7
NM_001144937.1	chr1	+	108712933	108741804	13	FNDC7
NM_001144956.1	chr1	+	151721536	151728836	5	RIIAD1
NM_001145036.1	chr1	+	230642606	230693393	18	COG2
NM_001145154.1	chr1	+	224952702	225023869	11	DNAH14
NM_001145210.2	chr1	-	1419099	1421005	4	ANKRD65
NM_001145264.1	chr1	+	156054889	156058371	3	LAMTOR2
NM_001145277.1	chr1	+	16440761	16458996	7	NECAP2
NM_001145278.1	chr1	+	16440761	16458890	8	NECAP2
NM_001145312.1	chr1	-	157124840	157136352	5	ETV3
NM_001145349.1	chr1	-	45694417	45746411	10	IPP
NM_001145415.1	chr1	+	150927714	150964364	22	SETDB1
NM_001145454.2	chr1	-	25885722	25904676	5	STMN1
NM_001145474.3	chr1	+	46671934	46673456	2	TEX38
NM_001145511.1	chr1	+	61077625	61455320	11	NFIA
NM_001145512.1	chr1	+	61081943	61455320	12	NFIA
NM_001145635.1	chr1	-	117112304	117121201	6	TRIM45
NM_001145636.1	chr1	+	44689697	44725403	12	C1orf228
NM_001145657.1	chr1	-	21597719	21620032	27	RAP1GAP
NM_001145658.1	chr1	-	21597719	21651822	25	RAP1GAP
NM_001145720.1	chr1	+	32470624	32485418	4	ZBTB8B
NM_001145862.1	chr1	-	149929128	149936647	17	MTMR11
NM_001146039.1	chr1	+	170532148	170544849	4	GORAB
NM_001146068.1	chr1	+	223701828	223774857	21	CAPN2
NM_001146110.1	chr1	+	66928903	66984900	15	MIER1
NM_001146111.1	chr1	+	66928903	66986473	16	MIER1
NM_001146112.1	chr1	+	66946196	66984900	15	MIER1
NM_001146113.1	chr1	+	66958067	66986473	14	MIER1
NM_001146169.1	chr1	+	212791921	212815067	10	TATDN3
NM_001146170.1	chr1	+	212791921	212815156	9	TATDN3
NM_001146171.1	chr1	+	212791921	212815156	10	TATDN3
NM_001146172.1	chr1	-	159951660	159954137	3	SLAMF9
NM_001146173.1	chr1	-	159951785	159954137	3	SLAMF9
NM_001146181.2	chr1	+	13061324	13062206	1	HNRNPCL3
NM_001146191.1	chr1	+	167722151	167787921	3	MPZL1
NM_001146192.1	chr1	-	42430735	42450011	7	ZMYND12
NM_001146261.2	chr1	+	209938250	210161042	10	SYT14
NM_001146262.2	chr1	+	209938264	210161042	9	SYT14
NM_001146264.2	chr1	+	209938250	210161042	9	SYT14
NM_001146289.1	chr1	-	42746832	42766971	15	P3H1
NM_001146310.1	chr1	-	2185277	2201098	8	FAAP20
NM_001146344.2	chr1	-	12824941	12828789	4	PRAMEF11
NM_001146685.1	chr1	+	1426127	1427787	2	TMEM88B
NM_001159352.1	chr1	-	119794617	119808769	7	REG4
NM_001159353.1	chr1	-	119802827	119808769	3	REG4
NM_001159390.1	chr1	+	228140302	228148697	8	GUK1
NM_001159391.1	chr1	+	228145512	228148697	8	GUK1
NM_001159397.1	chr1	-	157796160	157820037	10	FCRL1
NM_001159398.1	chr1	-	157796098	157820037	11	FCRL1
NM_001159484.1	chr1	-	153992834	154155044	38	NUP210L
NM_001159488.1	chr1	-	157746746	157777073	9	FCRL2
NM_001159642.1	chr1	+	151038839	151046687	10	BNIPL
NM_001159936.1	chr1	-	43164442	43172421	10	EBNA1BP2
NM_001159969.1	chr1	-	51356699	51421956	13	EPS15
NM_001160011.1	chr1	+	76074866	76576855	4	ST6GALNAC3
NM_001160042.1	chr1	+	32205681	32208082	5	IQCC
NM_001160184.1	chr1	+	966531	974575	15	PLEKHN1
NM_001160233.1	chr1	+	116374229	116404444	23	ATP1A1
NM_001160234.1	chr1	+	116384094	116404444	23	ATP1A1
NM_001160301.1	chr1	-	97720887	97920922	6	DPYD
NM_001160325.1	chr1	-	158562650	158563604	1	OR6P1
NM_001160331.1	chr1	+	204944315	205016539	27	NFASC
NM_001160332.1	chr1	+	204944315	205016539	28	NFASC
NM_001160333.1	chr1	+	204944315	204976824	15	NFASC
NM_001161334.1	chr1	-	149783232	149812323	2	HIST2H2BF
NM_001161441.1	chr1	-	156807177	156816708	9	SH2D2A
NM_001161442.1	chr1	-	156807177	156816685	9	SH2D2A
NM_001161443.1	chr1	-	156807177	156816044	8	SH2D2A
NM_001161444.1	chr1	-	156807177	156816708	8	SH2D2A
NM_001161465.1	chr1	-	227732391	227735411	6	JMJD4
NM_001161504.1	chr1	-	18872844	18889430	15	ALDH4A1
NM_001161533.1	chr1	-	235152684	235161226	5	RBM34
NM_001161708.1	chr1	-	32681787	32702660	4	SYNC
NM_001161727.1	chr1	-	19975700	19978773	6	PLA2G2A
NM_001161728.1	chr1	-	19975700	19978773	5	PLA2G2A
NM_001161729.1	chr1	-	19975700	19978773	5	PLA2G2A
NM_001162383.1	chr1	-	155947941	155978427	22	ARHGEF2
NM_001162384.1	chr1	-	155947941	155978427	22	ARHGEF2
NM_001162530.1	chr1	+	36306420	36321127	16	SH3D21
NM_001162536.2	chr1	-	88982653	88983826	3	RBMXL1
NM_001162893.1	chr1	-	175160713	175161013	5	KIAA0040
NM_001162894.1	chr1	-	175160713	175161013	4	KIAA0040
NM_001162895.1	chr1	-	175160713	175161013	3	KIAA0040
NM_001162916.1	chr1	+	74733244	74764113	5	TYW3
NM_001163258.1	chr1	-	150997286	151006155	11	FAM63A
NM_001163259.1	chr1	-	150997286	151002332	10	FAM63A
NM_001163260.1	chr1	-	150997286	151002191	10	FAM63A
NM_001163629.1	chr1	+	170945556	171064340	22	MROH9
NM_001163724.2	chr1	+	3775373	3775921	4	SMIM1
NM_001164245.1	chr1	+	186379785	186419076	13	C1orf27
NM_001164246.1	chr1	+	186379785	186419076	13	C1orf27
NM_001164261.1	chr1	-	145241629	145242124	1	PPIAL4D
NM_001164262.2	chr1	+	144592942	144593437	1	PPIAL4F
NM_001164391.1	chr1	+	93114707	93137027	16	MTF2
NM_001164392.1	chr1	+	93079526	93137027	14	MTF2
