ID	type	qualifier	systematicName	geneSymbol	alias	parent.feature.name	secondary.sgdid	chromosome	start	stop	strand	genetic.position	coordinate.version	sequence.version	description
S000000014	gene	Verified	YAL016W	TPD3	FUN32	chromosome 1	L000002325	1	124879	126786	W	0.5	2011-02-03	1996-07-31	Regulatory subunit A of the heterotrimeric protein phosphatase 2A (PP2A), which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III
S000031874	CDS					YAL016W		1	124879	126786	W	NA	2011-02-03	1996-07-31	
S000028728	gene	Dubious	YAL016C-A			chromosome 1		1	125069	124755	C	NA	2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000032719	CDS					YAL016C-A		1	125069	124755	C	NA	2011-02-03	2003-07-29	
S000000013	gene	Verified	YAL015C	NTG1	bifunctional N-glycosylase/AP lyase NTG1|ogg2|SCR1|FUN33	chromosome 1	L000004114	1	128102	126903	C	NA	2011-02-03	1996-07-31	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; NTG1 has a paralog, NTG2, that arose from the whole genome duplication
S000036247	CDS					YAL015C		1	128102	126903	C	NA	2011-02-03	1996-07-31	
S000000012	gene	Verified	YAL014C	SYN8	SLT2|UIP2	chromosome 1		1	129019	128252	C	NA	2011-02-03	2002-12-17|1996-07-31	Endosomal SNARE related to mammalian syntaxin 8
S000036146	CDS					YAL014C		1	129019	128252	C	NA	2011-02-03	2002-12-17|1996-07-31	
S000000011	gene	Verified	YAL013W	DEP1	FUN54	chromosome 1	L000000502	1	129270	130487	W	12	2011-02-03	2003-12-15|1996-07-31|2011-02-03	Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation
S000036100	CDS					YAL013W		1	129270	130487	W	NA	2011-02-03	2003-12-15|1996-07-31|2011-02-03	
S000000010	gene	Verified	YAL012W	CYS3	cystathionine gamma-lyase CYS3|STR1|FUN35|CYI1	chromosome 1	L000000470	1	130799	131983	W	-16	2011-02-03	1996-07-31	Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine; protein abundance increases in response to DNA replication stress
S000035250	CDS					YAL012W		1	130799	131983	W	NA	2011-02-03	1996-07-31	
S000000009	gene	Verified	YAL011W	SWC3	SWC1	chromosome 1		1	132199	134076	W	NA	2011-02-03	2003-09-22|1996-07-31	Protein of unknown function, component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae
S000035116	CDS					YAL011W		1	132199	134076	W	NA	2011-02-03	2003-09-22|1996-07-31	
S000000008	gene	Verified	YAL010C	MDM10	FUN37	chromosome 1	L000000648|L000001053	1	135665	134184	C	NA	2011-02-03	1996-07-31|2011-02-03	Subunit of both the ERMES complex that links the ER to mitochondria, and of the mitochondrial sorting and assembly machinery (SAM complex) that functions in import and assembly of outer membrane beta-barrel proteins
S000034958	CDS					YAL010C		1	135665	134184	C	NA	2011-02-03	1996-07-31|2011-02-03	
S000000007	gene	Verified	YAL009W	SPO7		chromosome 1	L000002000	1	135854	136633	W	-4	2011-02-03	1996-07-31	Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme, regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation
S000034070	CDS					YAL009W		1	135854	136633	W	NA	2011-02-03	1996-07-31	
S000000006	gene	Verified	YAL008W	FUN14		chromosome 1	L000000636	1	136914	137510	W	NA	2011-02-03	1996-07-31	Mitochondrial protein of unknown function
S000033957	CDS					YAL008W		1	136914	137510	W	NA	2011-02-03	1996-07-31	
S000000005	gene	Verified	YAL007C	ERP2		chromosome 1	L000004679	1	138345	137698	C	NA	2011-02-03	1996-07-31	Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP2 has a paralog, ERP4, that arose from the whole genome duplication
S000033112	CDS					YAL007C		1	138345	137698	C	NA	2011-02-03	1996-07-31	
S000006786	long_terminal_repeat		YALCdelta2			chromosome 1		1	138992	138831	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000006680	tRNA		tP(UGG)A	TRN1		chromosome 1	L000003601	1	139152	139254	W	-2	2011-02-03	2000-05-19	Proline tRNA (tRNA-Pro), predicted by tRNAscan-SE analysis; target of K. lactis zymocin; can mutate to suppress +1 frameshift mutations in proline codons
S000035969	intron					tP(UGG)A		1	139188	139218	W	NA	2011-02-03	2000-05-19	
S000035967	noncoding_exon					tP(UGG)A		1	139152	139187	W	NA	2011-02-03	2000-05-19	
S000035968	noncoding_exon					tP(UGG)A		1	139219	139254	W	NA	2011-02-03	2000-05-19	
S000002136	gene	Dubious	YAL004W			chromosome 1		1	140760	141407	W	NA	2011-02-03	1996-07-31|2007-04-05	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps verified gene SSA1/YAL005C
S000032057	CDS					YAL004W		1	140760	141407	W	NA	2011-02-03	1996-07-31|2007-04-05	
S000000004	gene	Verified	YAL005C	SSA1	Hsp70 family ATPase SSA1|YG100	chromosome 1	L000002069	1	141431	139503	C	-1	2011-02-03	1996-07-31|2007-04-05	ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, and cell wall; 98% identical with paralog Ssa2p, but subtle differences between the two proteins provide functional specificity with respect to propagation of yeast [URE3] prions and vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils
S000032096	CDS					YAL005C		1	141431	139503	C	NA	2011-02-03	1996-07-31|2007-04-05	
S000000003	gene	Verified	YAL003W	EFB1	EF-1beta|eEF1Balpha|TEF5	chromosome 1	L000000542	1	142174	143160	W	NA	2011-02-03	1996-07-31|1999-07-17	Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site
S000031941	CDS					YAL003W		1	142174	142253	W	NA	2011-02-03	1999-07-17|1996-07-31	
S000031942	CDS					YAL003W		1	142620	143160	W	NA	2011-02-03	1999-07-17|1996-07-31	
S000031943	intron					YAL003W		1	142254	142619	W	NA	2011-02-03	1999-07-17|1996-07-31	
S000007500	snoRNA		snR18	SNR18		chromosome 1		1	142367	142468	W	NA	2011-02-03	2000-05-19|2007-05-08	C/D box small nucleolar RNA (snoRNA); commonly referred to as U18; guides 2-O-methylation of large subunit (LSU) rRNA at positions A649 and C650
S000036595	noncoding_exon					snR18		1	142367	142468	W	NA	2011-02-03	2000-05-19|2007-05-08	
S000000002	gene	Verified	YAL002W	VPS8	VPL8|VPT8|FUN15	chromosome 1	L000003013	1	143707	147531	W	NA	2011-02-03	2004-01-14|1996-07-31	Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif
S000031737	CDS					YAL002W		1	143707	147531	W	NA	2011-02-03	2004-01-14|1996-07-31	
S000121255	ARS		ARS108		ARSI-147	chromosome 1		1	146701	147688		NA	2011-02-03	2007-03-07	Autonomously Replicating Sequence
S000000001	gene	Verified	YAL001C	TFC3	tau 138|TSV115|FUN24	chromosome 1	L000000641|L000002287	1	151166	147594	C	-1	2011-02-03	1996-07-31	Largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding
S000030735	CDS					YAL001C		1	151006	147594	C	NA	2011-02-03	1996-07-31	
S000030734	CDS					YAL001C		1	151166	151097	C	NA	2011-02-03	1996-07-31	
S000030736	intron					YAL001C		1	151096	151007	C	NA	2011-02-03	1996-07-31	
S000006463	centromere		CEN1	CEN1		chromosome 1	L000000294	1	151465	151582	W	0	2011-02-03	2000-05-19|2006-05-08	Chromosome I centromere
S000077257	CDEI					CEN1		1	151465	151474	W	NA	2011-02-03	2004-10-04	
S000077258	CDEII					CEN1		1	151475	151557	W	NA	2011-02-03	2004-10-04	
S000077259	CDEIII					CEN1		1	151558	151582	W	NA	2011-02-03	2004-10-04	
S000000063	gene	Verified	YAR002W	NUP60		chromosome 1		1	152257	153876	W	NA	2011-02-03	1996-07-31	FG-nucleoporin component of central core of the nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153
S000035473	CDS					YAR002W		1	152257	153876	W	NA	2011-02-03	1996-07-31	
S000002129	gene	Verified	YAR002C-A	ERP1		chromosome 1	L000004678	1	154724	154065	C	NA	2011-02-03	1999-07-17	Member of the p24 family involved in ER to Golgi transport; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication
S000032940	CDS					YAR002C-A		1	154724	154065	C	NA	2011-02-03	1999-07-17	
S000000064	gene	Verified	YAR003W	SWD1	SAF49|CPS50|FUN16	chromosome 1		1	155005	156285	W	NA	2011-02-03	1996-07-31	Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7
S000035547	CDS					YAR003W		1	155005	156285	W	NA	2011-02-03	1996-07-31	
S000000065	gene	Verified	YAR007C	RFA1	RPA70|RPA1|FUN3|BUF2	chromosome 1	L000000204|L000001620	1	158619	156754	C	-3	2011-02-03	1996-07-31	Subunit of heterotrimeric Replication Protein A (RPA); which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; relocalizes to the cytosol in response to hypoxia
S000036676	CDS					YAR007C		1	158619	156754	C	NA	2011-02-03	1996-07-31	
S000000066	gene	Verified	YAR008W	SEN34	tRNA splicing endonuclease subunit|FUN4	chromosome 1	L000003973	1	158966	159793	W	NA	2011-02-03	1996-07-31	Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3 splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease
S000037450	CDS					YAR008W		1	158966	159793	W	NA	2011-02-03	1996-07-31	
S000077372	ARS		ARS109	ARS101	ARSI-160	chromosome 1		1	159907	160127		NA	2011-02-03	2004-10-18|2006-09-06	ARS containing multiple redundant binding sites for the origin recognition complex
S000121251	ARS consensus sequence					ARS109		1	159945	159935	C	NA	2011-02-03	2007-03-07	
S000118986	ARS consensus sequence					ARS109		1	159952	159966	W	NA	2011-02-03	2006-10-02	
S000006788	long_terminal_repeat		YARCdelta3			chromosome 1		1	160237	160105	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000006789	long_terminal_repeat		YARCdelta4			chromosome 1		1	160574	160238	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000000067	transposable_element_gene		YAR009C		truncated gag-pol fusion protein|YARCTyB1-1	chromosome 1		1	164187	160597	C	NA	2011-02-03	1996-07-31	Retrotransposon TYA Gag and TYB Pol genes; in YARCTY1-1 TYB is mutant and probably non-functional; protein product forms cytoplasmic foci upon DNA replication stress
S000037508	CDS					YAR009C		1	164187	160597	C	NA	2011-02-03	1996-07-31	
S000000068	transposable_element_gene		YAR010C		gag protein |YARCTyA1-1	chromosome 1		1	165866	164544	C	NA	2011-02-03	1996-07-31	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; in YARCTY1-1 TYB is mutant and probably non-functional
S000030210	CDS					YAR010C		1	165866	164544	C	NA	2011-02-03	1996-07-31	
S000006792	retrotransposon		YARCTy1-1		Ty1	chromosome 1		1	166162	160238	C	NA	2011-02-03	2000-05-19	Ty1 element, LTR retrotransposon of the Copia (Pseudoviridae) group; contains genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats; mutated in S288C
S000006790	long_terminal_repeat		YARCdelta5			chromosome 1		1	166162	165826	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000006521	tRNA		tA(UGC)A			chromosome 1	L000003602	1	166267	166339	W	NA	2011-02-03	2000-05-19	Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis; one of 5 nuclear tRNA genes containing the tDNA-anticodon TGC (mature tRNA may be UGC or may contain modified bases), decodes GCA and probably GCG codons into alanine, one of 16 nuclear tRNAs for alanine
S000034842	noncoding_exon					tA(UGC)A		1	166267	166339	W	NA	2011-02-03	2000-05-19	
S000000069	gene	Verified	YAR014C	BUD14		chromosome 1		1	168871	166742	C	NA	2011-02-03	2004-01-27|1996-07-31|2011-02-03	Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; inhibitor of the actin assembly factor Bnr1p (formin); diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress
S000031457	CDS					YAR014C		1	168871	166742	C	NA	2011-02-03	2004-01-27|1996-07-31|2011-02-03	
S000000070	gene	Verified	YAR015W	ADE1	phosphoribosylaminoimidazolesuccinocarboxamide synthase	chromosome 1	L000000031	1	169375	170295	W	4	2011-02-03	1996-07-31	N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for de novo purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress
S000031548	CDS					YAR015W		1	169375	170295	W	NA	2011-02-03	1996-07-31	
S000000071	gene	Verified	YAR018C	KIN3	NPK1|FUN52	chromosome 1	L000000903	1	171703	170396	C	NA	2011-02-03	1996-07-31	Nonessential serine/threonine protein kinase; possible role in DNA damage response
S000032711	CDS					YAR018C		1	171703	170396	C	NA	2011-02-03	1996-07-31	
S000028735	gene	Dubious	YAR019W-A			chromosome 1		1	174998	175330	W	NA	2011-02-03	2003-07-29|2011-02-03	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000033379	CDS					YAR019W-A		1	174998	175330	W	NA	2011-02-03	2003-07-29|2011-02-03	
S000000072	gene	Verified	YAR019C	CDC15	LYT1	chromosome 1	L000000255	1	175135	172211	C	6	2011-02-03	1996-07-31|2011-02-03	Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress
S000032794	CDS					YAR019C		1	175135	172211	C	NA	2011-02-03	1996-07-31|2011-02-03	
S000114488	ARS		ARS110	ARS110	ARSI-176	chromosome 1		1	176157	176404		NA	2011-02-03	2006-09-06|2006-02-28	Autonomously Replicating Sequence, originally referred to as ADE1 ARS
S000000073	gene	Verified	YAR020C	PAU7		chromosome 1		1	177023	176856	C	NA	2011-02-03	1996-07-31	Member of the seripauperin multigene family, active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme
S000034578	CDS					YAR020C		1	177023	176856	C	NA	2011-02-03	1996-07-31	
S000000074	gene	Uncharacterized	YAR023C			chromosome 1		1	179820	179281	C	NA	2011-02-03	1996-07-31|2011-02-03	Putative integral membrane protein, member of DUP240 gene family
S000035643	CDS					YAR023C		1	179820	179281	C	NA	2011-02-03	1996-07-31|2011-02-03	
S000006636	tRNA		tL(CAA)A	SUP56		chromosome 1	L000003603	1	181141	181254	W	10	2011-02-03	2000-05-19	Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis; can mutate to suppress amber nonsense mutations
S000033745	intron					tL(CAA)A		1	181179	181210	W	NA	2011-02-03	2000-05-19	
S000033743	noncoding_exon					tL(CAA)A		1	181141	181178	W	NA	2011-02-03	2000-05-19	
S000033744	noncoding_exon					tL(CAA)A		1	181211	181254	W	NA	2011-02-03	2000-05-19	
S000006719	tRNA		tS(AGA)A			chromosome 1	L000003604	1	182603	182522	C	NA	2011-02-03	2000-05-19	Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis
S000032337	noncoding_exon					tS(AGA)A		1	182603	182522	C	NA	2011-02-03	2000-05-19	
S000006795	long_terminal_repeat		YARWsigma1			chromosome 1		1	182620	182959	W	NA	2011-02-03	2000-05-19	Ty3 LTR
S000006793	long_terminal_repeat		YARWdelta6			chromosome 1		1	183142	183474	W	NA	2011-02-03	2000-05-19	Ty1 LTR
S000000075	gene	Verified	YAR027W	UIP3		chromosome 1		1	183770	184477	W	NA	2011-02-03	1996-07-31	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family
S000036855	CDS					YAR027W		1	183770	184477	W	NA	2011-02-03	1996-07-31	
S000000076	gene	Uncharacterized	YAR028W			chromosome 1		1	184892	185596	W	NA	2011-02-03	1996-07-31	Putative integral membrane protein, member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
